Category,System Model,System Mfg,Part Mfg,Comments,Part Number,Part/Item Name,Condition,Listing Type,Request Type,Price,Quantity,Listing ID (Leave Blank to Add)
"CT","CT","","GE","MILAN Technology MIL-C1111 Ethernet Media Converter COAX to 10BASE-T, powered by 5VDC 500mA.. GE","MIL-C1111","MILAN Technology MIL-C1111 Ethernet Media Converter COAX to 10BASE-T, powered by 5VDC 500mA.. GE","used","For Sale","","","1",
"CT","CT","","GE","??? GANTRY PCU POWER SUPPLY BY ASTEC 73-560-6010 ??-2Q-1L-00. LIGHSPEED RT 16","73-560-6010 ","??? GANTRY PCU POWER SUPPLY BY ASTEC 73-560-6010 ??-2Q-1L-00. LIGHSPEED RT 16","used","For Sale","","","1",
"CT","CT","","SIEMENS","This is an Advantech CTOS EDDESI15-M2 V 1.6 module, customized for SIEMENS AG, and labeled with part number C-CTOS-EDDESI15-M2 V 1.6 and EDDESI15 M2 CTOS16.pdf M2 v 1.6.. SIEMENS FLASH","CTOS EDDESI15-M2","This is an Advantech CTOS EDDESI15-M2 V 1.6 module, customized for SIEMENS AG, and labeled with part number C-CTOS-EDDESI15-M2 V 1.6 and EDDESI15 M2 CTOS16.pdf M2 v 1.6.. SIEMENS FLASH","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","1169957 D100 II PART. SIEMENS","1169957","1169957 D100 II PART. SIEMENS","used","For Sale","","","1",
"CT","CT","","SIEMENS","3815334 D553. EMOTION 6","3815334","3815334 D553. EMOTION 6","used","For Sale","","","1",
"CT","CT","","SIEMENS","Flash part with model number 10354266 and part number 01M5 370139.. SIEMENS","10354266","Flash part with model number 10354266 and part number 01M5 370139.. SIEMENS","used","For Sale","","","1",
"CT","CT","","TOSHIBA ","ANALOGIC 4-38487 24 CH AUX B/C DAS BD. TOSHIBA DETECTOR","4-38487 ","ANALOGIC 4-38487 24 CH AUX B/C DAS BD. TOSHIBA DETECTOR","used","For Sale","","","1",
"PET/CT","PET/CT","","","452210821163 board manufactured by Philips, featuring a connector with part numbers 765000E1, 3967113, 8609, and 4522 108 2116 3 4 5, RP 328220 - 41.","452210821163","452210821163 board manufactured by Philips, featuring a connector with part numbers 765000E1, 3967113, 8609, and 4522 108 2116 3 4 5, RP 328220 - 41.","used","For Sale","","","1",
"CATH","CATH","","GE","627S0164 2148663 REV C. LCN","627S0164","627S0164 2148663 REV C. LCN","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","10092643 5569814 SQUARE COLLIMATOR. ARTIS DBA","10092643","10092643 5569814 SQUARE COLLIMATOR. ARTIS DBA","used","For Sale","","","1",
"CATH","CATH","","GE","P9101WS OR P9101WT ADD. GE","P9101WS","P9101WS OR P9101WT ADD. GE","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","3 HALL SWITCH / GRID RECOGNITION SIEMENS YISO 10273228. SIEMENS MIRA","HALL","3 HALL SWITCH / GRID RECOGNITION SIEMENS YISO 10273228. SIEMENS MIRA","used","For Sale","","","1",
"CT","CT","","SIEMENS","19-inch color medical monitor with the model number DSC1913-D.. SIEMENS","DSC1913-D","19-inch color medical monitor with the model number DSC1913-D.. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","GE","Innova 4100 medical equipment part manufactured in April 2007 in Bangalore, India, with visible part numbers including ""2347970"" and ""5117564-16"".. GE","2347970 5117564-16","Innova 4100 medical equipment part manufactured in April 2007 in Bangalore, India, with visible part numbers including ""2347970"" and ""5117564-16"".. GE","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451210768304. PHILIPS","451210768304","451210768304. PHILIPS","used","For Sale","","","1",
"CT","CT","","GE","GE CT scanner control panel with buttons, displays, and an internal circuit board featuring the part number BSX77-9728-1.. GE","BSX77-9728-1","GE CT scanner control panel with buttons, displays, and an internal circuit board featuring the part number BSX77-9728-1.. GE","used","For Sale","","","1",
"MRI","MRI","","GE","2213827-2 P9364DB FLEX II LARGE BODY COIL ASSY. PROFILD HD","2213827-2","2213827-2 P9364DB FLEX II LARGE BODY COIL ASSY. PROFILD HD","used","For Sale","","","1",
"MRI","MRI","","MEDRAD","Medrad Spectris Solaris EP MR Injection System component, with the part number 3012011 visible on the label.. MEDRAD","3012011","Medrad Spectris Solaris EP MR Injection System component, with the part number 3012011 visible on the label.. MEDRAD","used","For Sale","","","1",
"CATH","CATH","","TOSHIBA","PX17-41797 G VIF SIM CCDIF BD. INFX-8000C/DFP-8000A","PX17-41797","PX17-41797 G VIF SIM CCDIF BD. INFX-8000C/DFP-8000A","used","For Sale","","","1",
"CT","CT","","GE","180-10080-0000-A04 NVDIA QUADRO4. GE","180-10080-0000-A04","180-10080-0000-A04 NVDIA QUADRO4. GE","used","For Sale","","","1",
"CATH","CATH","","GE","SYSTEM INTERFACE 2184075. GE","2184075","SYSTEM INTERFACE 2184075. GE","used","For Sale","","","1",
"X-RAY","X-RAY","","GE ","ThermoTek solid-state recirculating chiller with model number T252P-6 and serial number A53325.. GE PROTEUS","T252P-6","ThermoTek solid-state recirculating chiller with model number T252P-6 and serial number A53325.. GE PROTEUS","used","For Sale","","","1",
"CT","CT","","","circuit board, part number PCB 4535 670.84531 REV A, with serial number 453567483631.","4535 670.84531","circuit board, part number PCB 4535 670.84531 REV A, with serial number 453567483631.","used","For Sale","","","1",
"CT","CT","","GE","GE Healthcare CT part board with part number N-46576-232,5175024 and other labels such as *BSD60J* and 1329D.. GE","N-46576-232","GE Healthcare CT part board with part number N-46576-232,5175024 and other labels such as *BSD60J* and 1329D.. GE","used","For Sale","","","1",
"CATH","CATH","","GE","SEAGATE HDD ST32550n 9B0001-101. GE","SEAGATE","SEAGATE HDD ST32550n 9B0001-101. GE","used","For Sale","","","1",
"CATH","CATH","","GE","DASH01 REV4 DASH02. GE","DASH01","DASH01 REV4 DASH02. GE","used","For Sale","","","1",
"CT","CT","","PHILIPS ","174651 DPPC. PICKER","174651","174651 DPPC. PICKER","used","For Sale","","","1",
"CT","CT","","SIEMENS","This appears to be a stack of computer systems, with a Sun Microsystems component on top, potentially for data processing or control, showing part number 4862A122.. Sun Microsystems","4862A122","This appears to be a stack of computer systems, with a Sun Microsystems component on top, potentially for data processing or control, showing part number 4862A122.. Sun Microsystems","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","VFSC 174657. SIEMENS","174657","VFSC 174657. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","452209007131 XTV17. ALLURA 15","452209007131","452209007131 XTV17. ALLURA 15","used","For Sale","","","1",
"MRI","MRI","","HITACHI","SF2060A-BS EMI FILTER. APERTO","SF2060A-BS","SF2060A-BS EMI FILTER. APERTO","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","3794208 D8. SIEMENS","3794208","3794208 D8. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","GE","GE PN 2128601 PTW DIAMENTOR DISPLAY 11014-0024 . GE","2128601","GE PN 2128601 PTW DIAMENTOR DISPLAY 11014-0024 . GE","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","KODAK","8E1205 REV B 23KM-K040-02V STEP MOTOR. KODAK 8900","Infinity","8E1205 REV B 23KM-K040-02V STEP MOTOR. KODAK 8900","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","SIEMENS AEB (Assembly Electronic Board) circuit board, part number 8416849 . SIEMENS","8416849","SIEMENS AEB (Assembly Electronic Board) circuit board, part number 8416849 . SIEMENS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","SIEMENS transformer unit compl., model number 06525435, with part number 4AV9916-4CB.. SIEMENS ZEE","6525435","SIEMENS transformer unit compl., model number 06525435, with part number 4AV9916-4CB.. SIEMENS ZEE","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","0477455 d51. SIEMENS","477455","0477455 d51. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","GE","GE Medical Systems LAT MDET INTERCO board with part number 5183316-2.. GE","5183316-2","GE Medical Systems LAT MDET INTERCO board with part number 5183316-2.. GE","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","10498108 10392930 FUJTSU COMPUTER WITHOUT HDD. ARISTOS","10498108","10498108 10392930 FUJTSU COMPUTER WITHOUT HDD. ARISTOS","used","For Sale","","","1",
"PET/CT","PET/CT","",""," PHILIPS circuit board, identified by part number PNM07046009.","PNM07046009"," PHILIPS circuit board, identified by part number PNM07046009.","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","3073736 D14. ICONOS 200","3073736","3073736 D14. ICONOS 200","used","For Sale","","","1",
"CT","CT","","TOSHIBA","circuit board with components such as PA8AD LCX16374, 48LC8M16A2, and has part numbers like YWM1839, PX74-08853, and NX74-0018 printed on it.. TOSHIBA","PX74-08853","circuit board with components such as PA8AD LCX16374, 48LC8M16A2, and has part numbers like YWM1839, PX74-08853, and NX74-0018 printed on it.. TOSHIBA","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","BODINE ELECTRIC COMPANY Gearmotor, type 34B6FEBL-F3, with a part number L5K0032D0017.. SIEMENS","34B6FEBL","BODINE ELECTRIC COMPANY Gearmotor, type 34B6FEBL-F3, with a part number L5K0032D0017.. SIEMENS","used","For Sale","","","1",
"INJECTOR","INJECTOR","","MEDRAD","MEDRAD part, possibly an injector system component, with model number SDU 200 and serial number 401000429-2 20224.. MEDRAD","SDU 200","MEDRAD part, possibly an injector system component, with model number SDU 200 and serial number 401000429-2 20224.. MEDRAD","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","BB2 IAS CONSOLE  10765461 10765458. ARTIS ZEE","10765461","BB2 IAS CONSOLE  10765461 10765458. ARTIS ZEE","used","For Sale","","","1",
"CT","CT","","TOSHIBA","MHR-FC and featuring RJ45 ports labeled CN3, RJ5, and RJ1.. TOSHIBA","MHR-FC","MHR-FC and featuring RJ45 ports labeled CN3, RJ5, and RJ1.. TOSHIBA","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","3774127 D190. SIEMENS","3774127","3774127 D190. SIEMENS","used","For Sale","","","1",
"CT","CT","","GE","PL82-3 SONY POWER/ALARM. LIGHSPEED RT 16","PL82-3","PL82-3 SONY POWER/ALARM. LIGHSPEED RT 16","used","For Sale","","","1",
"CT","CT","","PHILIPS","part numbers 4512 204 00524 and 4512-178-00968.. PHILIPS","451220400524","part numbers 4512 204 00524 and 4512-178-00968.. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","5246843 5246843 5246850 DMA ADD-IN CARD. ARTIS FA","5246843","5246843 5246843 5246850 DMA ADD-IN CARD. ARTIS FA","used","For Sale","","","1",
"CT","CT","","TOSHIBA","MHR-BP board with RJ45 connectors used in an MRI system.. TOSHIBA","MHR-BP","MHR-BP board with RJ45 connectors used in an MRI system.. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","3065310 D31. SIEMEBS","3065310","3065310 D31. SIEMEBS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451210804382. PHILIP H5000","451210804382","451210804382. PHILIP H5000","used","For Sale","","","1",
"CT","CT","","SIEMENS","This is an ERNI circuit board, as indicated by the 'Ident-Nr: 166.193' and 'S/N: 13302250128' visible on the green board with multiple connector rows.. ERNI","166.193","This is an ERNI circuit board, as indicated by the 'Ident-Nr: 166.193' and 'S/N: 13302250128' visible on the green board with multiple connector rows.. ERNI","used","For Sale","","","1",
"MRI","MRI","","HITACHI","TCONT3 PCB PR1139403. AIRIS II TABLE","TCONT3","TCONT3 PCB PR1139403. AIRIS II TABLE","used","For Sale","","","1",
"CATH","CATH","","GE","2262568-001. GE","2262568-001","2262568-001. GE","used","For Sale","","","1",
"ULTRASOUND","ULTRASOUND","","TOSHIBA","PM30-20676 DSC-1/0. TOSHIBA","PM30-20676","PM30-20676 DSC-1/0. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","1167704 D641. SIEMENS","1167704","1167704 D641. SIEMENS","used","For Sale","","","1",
"CT","CT","","TOSHIBA","CDAS-041A DETECTOR. AQ 32","CDAS-041A","CDAS-041A DETECTOR. AQ 32","used","For Sale","","","1",
"CATH","CATH","","GE","2114011 RCU. GE","2114011","2114011 RCU. GE","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","SPC2 45221270328 ON 45221045566. FD1010","45221270328","SPC2 45221270328 ON 45221045566. FD1010","used","For Sale","","","1",
"CT","CT","","","761514-001 HP Z440 Motherboard","761514-001","761514-001 HP Z440 Motherboard","used","For Sale","","","1",
"PET/CT","PET/CT","","GE","2268744 DCEM. DLS4","2268744","2268744 DCEM. DLS4","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","Controller LTi CDF30.008.c2.4 8673548, for table top. SIEMENS","8673548","Controller LTi CDF30.008.c2.4 8673548, for table top. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","GE ","2107543 REV1. GE ADVANTIX","2107543","2107543 REV1. GE ADVANTIX","used","For Sale","","","1",
"CT","CT","","","DAS CONVERTER 16 CARD part number 10-44755-01 REV 03 and barcode 1100055312.","10-44755-01","DAS CONVERTER 16 CARD part number 10-44755-01 REV 03 and barcode 1100055312.","used","For Sale","","","1",
"X-RAY","X-RAY","","PHILIPS","FIRE X BOARD 452209013665. ELEVA MD","452209013665","FIRE X BOARD 452209013665. ELEVA MD","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","452210815708. PHILIPS","452210815708","452210815708. PHILIPS","used","For Sale","","","1",
"NUCLEAR","NUCLEAR","","SIEMENS","H67012 AHPHA 600W POWER SUPPLY. SYMBIAT CT","H67012","H67012 AHPHA 600W POWER SUPPLY. SYMBIAT CT","used","For Sale","","","1",
"CATH","CATH","","GE","medical equipment circuit board with part number 2345964-10-002 and serial number SN: 02136-53/15, featuring various components like resistors (R832, R833, R842, R843, R844, R880, R890), fuses (F890) and various other components (DS830, DS840, DS880, DS890).. GE","2345964-10","medical equipment circuit board with part number 2345964-10-002 and serial number SN: 02136-53/15, featuring various components like resistors (R832, R833, R842, R843, R844, R880, R890), fuses (F890) and various other components (DS830, DS840, DS880, DS890).. GE","used","For Sale","","","1",
"CT","CT","","PHILIPS ","171832 403885-011. PICKER","171832","171832 403885-011. PICKER","used","For Sale","","","1",
"MRI","MRI","","HITACHI","YJ4001-S10 SYN2V2. HITACHI MRP7000","YJ4001-S10","YJ4001-S10 SYN2V2. HITACHI MRP7000","used","For Sale","","","1",
"PET/CT","PET/CT","","GE","2334380 2334381 PET GANTRY OPTION BOARD. STE","2334380","2334380 2334381 PET GANTRY OPTION BOARD. STE","used","For Sale","","","1",
"MRI","MRI","","GE","GE MRI Power Supply, model number 2316486-6, made by Martek Power and designed for GEMS.. GE","2316486-6","GE MRI Power Supply, model number 2316486-6, made by Martek Power and designed for GEMS.. GE","used","For Sale","","","1",
"X-RAY","X-RAY","","GE","AC/DC ASM. Type number of 2372292 and is labelled with a caution to wait 3 minutes after turning off the equipment before removing the panel to reduce the risk of electric shock.. GE","2372292","AC/DC ASM. Type number of 2372292 and is labelled with a caution to wait 3 minutes after turning off the equipment before removing the panel to reduce the risk of electric shock.. GE","used","For Sale","","","1",
"CATH","CATH","","GE","cable with the part number 2337261-8.. GE","2337261-8","cable with the part number 2337261-8.. GE","used","For Sale","","","1",
"X-RAY","X-RAY","","SEIMENS","REMOTE CONTROL 9722059. SEIMENS","9722059","REMOTE CONTROL 9722059. SEIMENS","used","For Sale","","","1",
"CT","CT","","GE","GE CT scanner circuit board, part number 005350002-4 with an Altera Stratix II EP2S60F1020C5N FPGA.. GE","005350002-4","GE CT scanner circuit board, part number 005350002-4 with an Altera Stratix II EP2S60F1020C5N FPGA.. GE","used","For Sale","","","1",
"CATH","CATH","","GE ","98201145 REV E 36003842 SCAN CONVERTER. GE ADVANTIX","98201145","98201145 REV E 36003842 SCAN CONVERTER. GE ADVANTIX","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","3791428 D91. SIEMENS","3791428","3791428 D91. SIEMENS","used","For Sale","","","1",
"CT","CT","","PHILIPS","453567073831 REV C IN 453567412002 4X 3DBP  453567056141 REV H . BRILIANCE 64","453567073831","453567073831 REV C IN 453567412002 4X 3DBP  453567056141 REV H . BRILIANCE 64","used","For Sale","","","1",
"CT","CT","","SIEMENS","SIEMENS spare part with model number 08363892 and serial number 6515.. SIEMENS","SIEMENS","SIEMENS spare part with model number 08363892 and serial number 6515.. SIEMENS","used","For Sale","","","1",
"ULTRASOUND","ULTRASOUND","","TOSHIBA","PM30-20550 IMAGE-MEM. TOSHIBA","PM30-20550","PM30-20550 IMAGE-MEM. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","6258219 TSC. SIEMENS","6258219","6258219 TSC. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451210768426. PHILIP H5000","451210768426","451210768426. PHILIP H5000","used","For Sale","","","1",
"CT","CT","","GE","TS-04PL1-3H-G380 HYDRAULIC PACKAGE. LIGHSPEED RT 16","TS-04PL1-3H-G380","TS-04PL1-3H-G380 HYDRAULIC PACKAGE. LIGHSPEED RT 16","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","medical equipment circuit board containing various chips, including a NXP 74HCT574D, Analog Devices AD7237AARZ, and a part labeled JS090900816.. PHILIPS","NXP 74HCT574D","medical equipment circuit board containing various chips, including a NXP 74HCT574D, Analog Devices AD7237AARZ, and a part labeled JS090900816.. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS ","This Radisys Corporation part, with model number 4522 163 24766, is a power supply unit (PSU) featuring a PFS-340 Rev CFG1 product code and the part number 067-10696-0001.. Radisys Corporation","452216324766","This Radisys Corporation part, with model number 4522 163 24766, is a power supply unit (PSU) featuring a PFS-340 Rev CFG1 product code and the part number 067-10696-0001.. Radisys Corporation","used","For Sale","","","1",
"MRI","MRI","","GE","This is a GE Magnetic Resonance Imaging Equipment SGA Module with GEMS part number 2270055 and other visible part numbers like M-076-02, M-194-01 and 2250375-4/Rev.F.. GE","","This is a GE Magnetic Resonance Imaging Equipment SGA Module with GEMS part number 2270055 and other visible part numbers like M-076-02, M-194-01 and 2250375-4/Rev.F.. GE","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","452212701771 SPC3. PHILIPS","452212701771","452212701771 SPC3. PHILIPS","used","For Sale","","","1",
"MRI","MRI","","HITACHI","circuit board with part number (D) PR1771502 visible on a yellow sticker.. HITACHI","PR1771502","circuit board with part number (D) PR1771502 visible on a yellow sticker.. HITACHI","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451210797801. PHILIP H5000","451210797801","451210797801. PHILIP H5000","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","CONSOLE 6134675. SIEMENS","6134675","CONSOLE 6134675. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","GE ","SEAGATE ST3630A. GE ADVANTIX","ST3630A","SEAGATE ST3630A. GE ADVANTIX","used","For Sale","","","1",
