Headline,Description,Manufacturer,Model,Part Number,Price,Quantity
"46-288386G2-J DHM. DLS4","46-288386G2-J DHM. DLS4","GE","","46-288386G2-J","0","1"
"This MRI part appears to be an ADC board with part number 07129575 and lot number 6667, with the label ""Coll_Error"" suggesting coil related functionality.","This MRI part appears to be an ADC board with part number 07129575 and lot number 6667, with the label ""Coll_Error"" suggesting coil related functionality.","","","7129575","0","1"
"SIEMENS AAD SE EWF MRI part, likely a power supply or similar component, with a visible part number, MFF80-EEF0005-0WA00-AAA8.. SIEMENS","SIEMENS AAD SE EWF MRI part, likely a power supply or similar component, with a visible part number, MFF80-EEF0005-0WA00-AAA8.. SIEMENS","SIEMENS","","MFF80-EEF0005-0WA00-AAA8","0","1"
"10-37738 ANLOGIC POWER SUPPLY 2186863. GE CONTOUR","10-37738 ANLOGIC POWER SUPPLY 2186863. GE CONTOUR","GE ","","10-37738","0","1"
"COMPONENT PICTURE NOT CLEAR??. SYMPHONY","COMPONENT PICTURE NOT CLEAR??. SYMPHONY","SIEMENS","","","0","1"
"Ripley Cablematic tool, possibly related to cable preparation, with the model number ST-900C and OSHA number #76414-32 (2335190).. RIPLEY","Ripley Cablematic tool, possibly related to cable preparation, with the model number ST-900C and OSHA number #76414-32 (2335190).. RIPLEY","HITACHI","","ST-900C","0","1"
"Philips MRI CGMP CPM board with visible part number NVRAMIDRO DE and assembly number 4535 575 34706 269Y18.. PHILIPS","Philips MRI CGMP CPM board with visible part number NVRAMIDRO DE and assembly number 4535 575 34706 269Y18.. PHILIPS","PHILIPS","","453557534706","0","1"
"2143147 C 2143148 KV CONTROL. LIGHTSPEED 4","2143147 C 2143148 KV CONTROL. LIGHTSPEED 4","GE","","2143147","0","1"
"3104432 D119. ICONOS R200","3104432 D119. ICONOS R200","SIEMENS","","3104432","0","1"
"ASSY 1686806 BOARD ADAPTEC. COMPUTER","ASSY 1686806 BOARD ADAPTEC. COMPUTER","SIEMENS","","1686806","0","1"
"320045-02 REV C BY COMMUNICATION MACHINARY CORP. GE","320045-02 REV C BY COMMUNICATION MACHINARY CORP. GE","GE","","320045-02","0","1"
"PARALLEL EXTENDER BACKPLANE  VME J1 EXTENDER . INFX-8000C/DFP-8000A","PARALLEL EXTENDER BACKPLANE  VME J1 EXTENDER . INFX-8000C/DFP-8000A","TOSHIBA","","VME J1","0","1"
"COSEL LEP240F power supply, with visible markings including 24V 10A (20A) and AC100-240V 3.3A 50-60Hz.. COSEL","COSEL LEP240F power supply, with visible markings including 24V 10A (20A) and AC100-240V 3.3A 50-60Hz.. COSEL","COSEL","","LEP240F ","0","1"
"This SIEMENS manufactured part with model AFDSA01, Material Number 5892935, and Type 2317741 Rev 6 operates at 24.12 VDC.. SIEMENS","This SIEMENS manufactured part with model AFDSA01, Material Number 5892935, and Type 2317741 Rev 6 operates at 24.12 VDC.. SIEMENS","SIEMENS","","5892935","0","1"
"PM30-23980 GR2. TOSHIBA","PM30-23980 GR2. TOSHIBA","TOSHIBA","","PM30-23980","0","1"
"SIEMENS medical equipment part with model number 08401296.. SIEMENS Flash","SIEMENS medical equipment part with model number 08401296.. SIEMENS Flash","SIEMENS","","8401296","0","1"
"Siemens medical equipment component, part number 10498300.. SIEMENS","Siemens medical equipment component, part number 10498300.. SIEMENS","SIEMENS","","10498300","0","1"
"SIEMENS MRI system component cage containing modules such as CPM and CEM with part number PMACH1474x.. SIEMENS","SIEMENS MRI system component cage containing modules such as CPM and CEM with part number PMACH1474x.. SIEMENS","SIEMENS","","PMACH1474x","0","1"
"8871001420 ASTO E90R24. SIEMENS","8871001420 ASTO E90R24. SIEMENS","SIEMENS","","8871001420","0","1"
"452212701777 SCS6. PHILIPS","452212701777 SCS6. PHILIPS","PHILIPS","","452212701777","0","1"
"5167111 PHPS2. MR450","5167111 PHPS2. MR450","GE","","5167111","0","1"
"The device appears to be a component likely used in medical imaging equipment, featuring the part number HM 100 and specified to operate at 24VDC, 0.76A.. SIEMSNS","The device appears to be a component likely used in medical imaging equipment, featuring the part number HM 100 and specified to operate at 24VDC, 0.76A.. SIEMSNS","SIEMENS","","HM 100","0","1"
"cylindrical medical equipment part with a label indicating Model No. 6636042 and Serial No. 062635.. SIEMENS ZEE","cylindrical medical equipment part with a label indicating Model No. 6636042 and Serial No. 062635.. SIEMENS ZEE","SIEMENS","","6636042","0","1"
"SNS03 113Y1234. FUJI","SNS03 113Y1234. FUJI","FUJI","","113Y1234","0","1"
"2248992 2251530 GP MODULE. GE","2248992 2251530 GP MODULE. GE","GE","","2248992","0","1"
"This is an electrical component featuring multiple blade terminals connected to a wire bundle, with visible markings on the wires but no identifiable medical modality.","This is an electrical component featuring multiple blade terminals connected to a wire bundle, with visible markings on the wires but no identifiable medical modality.","","","#N/A","0","1"
"medical equipment circuit board with a serial number SN 1368609 and part numbers like 7661612226, ALS04B, and ALS174.. SIEMENS","medical equipment circuit board with a serial number SN 1368609 and part numbers like 7661612226, ALS04B, and ALS174.. SIEMENS","SIEMENS","","1368609","0","1"
"PIXIUM 4700 AUG 2009. PN 7555209. ZEE","PIXIUM 4700 AUG 2009. PN 7555209. ZEE","SIEMENS","","7555209","0","1"
"medical equipment part, specifically a PCB assembly with the part number 459900298761 and 459800307361 REV B, and includes relays, fuses, and other electronic components.. PHILIPS","medical equipment part, specifically a PCB assembly with the part number 459900298761 and 459800307361 REV B, and includes relays, fuses, and other electronic components.. PHILIPS","PHILIPS","","459900298761","0","1"
"GEMINI PET ECG IF (Interface) board, assembly number 4535 679 74031 REV A.. PHILIPS","GEMINI PET ECG IF (Interface) board, assembly number 4535 679 74031 REV A.. PHILIPS","PHILIPS","","453567974031","0","1"
"LAMBDA SVPS25-5. PHILIPS","LAMBDA SVPS25-5. PHILIPS","PHILIPS","","SVPS25-5","0","1"
"EBS CW9547 PNAMD4P24+C. AGFA","EBS CW9547 PNAMD4P24+C. AGFA","AGFA","","CW9547 ","0","1"
"DIAG SW 5985697. HICOR","DIAG SW 5985697. HICOR","SIEMENS","","5985697","0","1"
"452216702474. FD20","452216702474. FD20","PHILIPS","","452216702474","0","1"
"Flash medical equipment part with model number 08401296.. SIEMENS","Flash medical equipment part with model number 08401296.. SIEMENS","SIEMENS","","8401296","0","1"
"2799307 D21. SIEMENS","2799307 D21. SIEMENS","SIEMENS","","2799307","0","1"
"SCLC 174656. PHILIPS","SCLC 174656. PHILIPS","PHILIPS","","174656","0","1"
"2101719 B. DMR","2101719 B. DMR","GE","","2101719","0","1"
"TCONT3 PCB PR1251404. AIRIS II TABLE","TCONT3 PCB PR1251404. AIRIS II TABLE","HITACHI","","PR1251404","0","1"
"transition module, part number 2295981.. Unknown","transition module, part number 2295981.. Unknown","GE","","2295981","0","1"
"Compaq computer likely used in a medical setting, featuring a Windows 2000 Professional sticker with product key MHH4V-YW6F4-33HD7-HR7QK-P8J6G","Compaq computer likely used in a medical setting, featuring a Windows 2000 Professional sticker with product key MHH4V-YW6F4-33HD7-HR7QK-P8J6G","","","MHH4V-YW6F4-33HD7-HR7QK-P8J6G","0","1"
"VIDEOMED HD 4786950 NZ1. SIEMENS","VIDEOMED HD 4786950 NZ1. SIEMENS","SIEMENS","","4786950","0","1"
"2296250-2 HSDCD 400MB SHOE. LS4","2296250-2 HSDCD 400MB SHOE. LS4","GE","","2296250-2","0","1"
"OCT 2015 MX100 09SP 46-155400G46  X-RAY TUBE 46-155318G33 . XRd D8000","OCT 2015 MX100 09SP 46-155400G46  X-RAY TUBE 46-155318G33 . XRd D8000","GE","","46-155318G33","0","1"
"DISK ARRAY FOR AQUILION 64 BY Storage Concepts device panel with fault, active, and installed indicator lights numbered 5 to 0.. TOSHIBA","DISK ARRAY FOR AQUILION 64 BY Storage Concepts device panel with fault, active, and installed indicator lights numbered 5 to 0.. TOSHIBA","TOSHIBA","","DISK ARRAY","0","1"
"79992-030 ENCODER. MX8000 exp","79992-030 ENCODER. MX8000 exp","PHILIPS","","79992-030","0","1"
"This is a Microsemi Race device, potentially a circuit board component, with the part number MCPJ6-2 and various indicator lights.. GE","This is a Microsemi Race device, potentially a circuit board component, with the part number MCPJ6-2 and various indicator lights.. GE","GE","","MCPJ6-2","0","1"
"3072712 collimatoro handle 3073033. SIEMEBS","3072712 collimatoro handle 3073033. SIEMEBS","SIEMENS","","3072712","0","1"
"MR-QFC-82AN MEDIUM FLEX BODY(2020). APERTO","MR-QFC-82AN MEDIUM FLEX BODY(2020). APERTO","HITACHI","","MR-QFC-82AN","0","1"
"2142062 CONTOUR 0.5T PELVIC ARRAY. GE","2142062 CONTOUR 0.5T PELVIC ARRAY. GE","GE","","2142062","0","1"
"This appears to be a pallet of medical power supplies, possibly for an MRI system, with manufacturers including Analogic and Copley Controls Corp, with some units bearing part number '281+'.. PHILIPS","This appears to be a pallet of medical power supplies, possibly for an MRI system, with manufacturers including Analogic and Copley Controls Corp, with some units bearing part number '281+'.. PHILIPS","PHILIPS","","281+","0","1"
"medical equipment power supply, likely an HFP DLP100-24-1/E, with part number 3CL-052Y22-0041W3110.. SIEMENS Flash","medical equipment power supply, likely an HFP DLP100-24-1/E, with part number 3CL-052Y22-0041W3110.. SIEMENS Flash","SIEMENS","","DLP100-24-1","0","1"
"MERCURY 900-07044 PV6558. MX8000","MERCURY 900-07044 PV6558. MX8000","PHILIPS","","900-07044","0","1"
"Siemens spare part with Model No. 08366432 and 10046258.. SIEMENS Flash","Siemens spare part with Model No. 08366432 and 10046258.. SIEMENS Flash","SIEMENS","","8366432","0","1"
"103746-MEX???. GE","103746-MEX???. GE","GE","","103746-MEX","0","1"
"SIEMENS HVA MRI part, which is an electronic board, with PCB 8471388 and ASN 78-5859 printed on it.. SIEMENS","SIEMENS HVA MRI part, which is an electronic board, with PCB 8471388 and ASN 78-5859 printed on it.. SIEMENS","SIEMENS","","8471388","0","1"
"BINDER part, possibly a valve or solenoid, with part number Typ 40 01232B00 R6 and Nr KCG031, rated at 24V.. BINDER","BINDER part, possibly a valve or solenoid, with part number Typ 40 01232B00 R6 and Nr KCG031, rated at 24V.. BINDER","PHILIPS","","4001232B00","0","1"
"medical equipment circuit board with part number JS090300309 and a connector marked \FCI 8609\ . . PHILIPS","medical equipment circuit board with part number JS090300309 and a connector marked \FCI 8609\ . . PHILIPS","PHILIPS","","JS090300309","0","1"
"GROSCHOPP motor, part number Nr.10365191, PM5 70-60.. PHILIPS","GROSCHOPP motor, part number Nr.10365191, PM5 70-60.. PHILIPS","PHILIPS","","GROSCHOPP","0","1"
"CT OptiVantage injector component with part number 844300-J.. Mallinckrodt (Tyco Healthcare)","CT OptiVantage injector component with part number 844300-J.. Mallinckrodt (Tyco Healthcare)","Mallinckrodt","","844300-J","0","1"
"P4GAX-01 91227/8 CPU BOARD. PRECEDENCE","P4GAX-01 91227/8 CPU BOARD. PRECEDENCE","PHILIPS ","","P4GAX-01","0","1"
"Baumer IVO rotary encoder, with visible model numbers like 0205P33, CSN 180976, and part of a KEB drive system.. Baumer IVO & KEB","Baumer IVO rotary encoder, with visible model numbers like 0205P33, CSN 180976, and part of a KEB drive system.. Baumer IVO & KEB","GE","","0205P33","0","1"
"405568-011 405794-011 CATHODE POWER MODULE. BRILLIANCE 16","405568-011 405794-011 CATHODE POWER MODULE. BRILLIANCE 16","PHILIPS","","405568-011","0","1"
"DONAHER CONTROLS E23204BXX4X01. GE","DONAHER CONTROLS E23204BXX4X01. GE","GE","","E23204BXX4X01","0","1"
"452211790346. PHILIPS","452211790346. PHILIPS","PHILIPS","","452211790346","0","1"
"GX5-800 Swith on IRS2. Sensation 16","GX5-800 Swith on IRS2. Sensation 16","SEIMENS","","GX5-800","0","1"
"45221178968 COILINT-MT. PHILIPS","45221178968 COILINT-MT. PHILIPS","PHILIPS","","45221178968","0","1"
"GEYMS GTCB3 PET modality board assembly with the part number *5245271 Rev14 20267 4218*AA.","GEYMS GTCB3 PET modality board assembly with the part number *5245271 Rev14 20267 4218*AA.","","","5245271","0","1"
"MOTHER BOARDr D3128-A15 GS 1 52254085 and SMSC SCH5636-NS chip.. SIEMENS","MOTHER BOARDr D3128-A15 GS 1 52254085 and SMSC SCH5636-NS chip.. SIEMENS","SIEMENS","","D3128-A15 GS 1 ","0","1"
"medical equipment part, likely a power supply, with a visible part number DI5303U.. SIEMENS","medical equipment part, likely a power supply, with a visible part number DI5303U.. SIEMENS","SIEMENS","","DI5303U","0","1"
"7759819 D500. ARISTOS","7759819 D500. ARISTOS","SIEMENS","","7759819","0","1"
"452210820641 CCBI. PHILIP H5000","452210820641 CCBI. PHILIP H5000","PHILIPS","","452210820641","0","1"
"medical equipment circuit board with part number PX79-55128 B and connectors CN509 and CN511.. Unknown","medical equipment circuit board with part number PX79-55128 B and connectors CN509 and CN511.. Unknown","TOSHIBA","","PX79-55128","0","1"
"This NETCOM part has a Model number of 2912, a part number of 2319706PSP, and PCB part number 2349809 REV 0.. GE EXCITE","This NETCOM part has a Model number of 2912, a part number of 2319706PSP, and PCB part number 2349809 REV 0.. GE EXCITE","GE ","","2319706PSP","0","1"
"  a SONY Video Graphic Printer, Model UP-897MD, with a part number 99087.","  a SONY Video Graphic Printer, Model UP-897MD, with a part number 99087.","","","UP-897MD","0","1"
"1643100 D21. ICONOS R200","1643100 D21. ICONOS R200","SIEMENS","","1643100","0","1"
"7325355 IMPAC MASTER. ARTIS DBA","7325355 IMPAC MASTER. ARTIS DBA","SIEMENS","","7325355","0","1"
"Prodrive WCB2.1 Tx Full unit, with part number 6159-1201-2300 and 12NC 4598 001 59502.. PRODRIVE","Prodrive WCB2.1 Tx Full unit, with part number 6159-1201-2300 and 12NC 4598 001 59502.. PRODRIVE","PHILIPS ","","615912012300","0","1"
"Toshiba uninterruptible power supply, model UC302L636C6TAMS, with RS232C and Remote Contacts ports.. TOSHIBA","Toshiba uninterruptible power supply, model UC302L636C6TAMS, with RS232C and Remote Contacts ports.. TOSHIBA","TOSHIBA","","UC302L636C6TAMS","0","1"
"Philips manufactured part, model CIRSG4VS, with part number 459800032751 rev D,4598 000 68241 Rev: C.. PHILIPS","Philips manufactured part, model CIRSG4VS, with part number 459800032751 rev D,4598 000 68241 Rev: C.. PHILIPS","PHILIPS","","CIRSG4VS","0","1"
"ADDER LINK X-KVMP. FD10","ADDER LINK X-KVMP. FD10","PHILIPS","","X-KVMP","0","1"
"OPTITOP 150/40/80HC-100 TUBE SIEMENS YISO 03345209;03345233. SIEMENS MIRA","OPTITOP 150/40/80HC-100 TUBE SIEMENS YISO 03345209;03345233. SIEMENS MIRA","SIEMENS","","03345209;03345233","0","1"
"3815383 POWER SUPPLY STAT(PSS) D352. EMOTION 6","3815383 POWER SUPPLY STAT(PSS) D352. EMOTION 6","SIEMENS","","3815383","0","1"
"KODAK DRYVIEW 8700 DRUM. KODAK","KODAK DRYVIEW 8700 DRUM. KODAK","KODAK","","","0","1"
"This is a circuit board with part numbers TFC0327J 72031, QLA2200F/33 and FC0310406-04 G, assembled in the USA.. TOSHIBA","This is a circuit board with part numbers TFC0327J 72031, QLA2200F/33 and FC0310406-04 G, assembled in the USA.. TOSHIBA","TOSHIBA","","TFC0327J 72031","0","1"
"3073710 D14. SIEMENS","3073710 D14. SIEMENS","SIEMENS","","3073710","0","1"
"453567006521 REV A 3DBP POWER PCB 453567006391 REV B . BRILIANCE 64","453567006521 REV A 3DBP POWER PCB 453567006391 REV B . BRILIANCE 64","PHILIPS","","453567006521","0","1"
"circuit board with part numbers HSP43220JC-25, HSP45116VC-25, 45221176001 3, 92324-204, RP 2841839-9 and MACH445 -15YC-20YI B108TPF7.. SYNCORX","circuit board with part numbers HSP43220JC-25, HSP45116VC-25, 45221176001 3, 92324-204, RP 2841839-9 and MACH445 -15YC-20YI B108TPF7.. SYNCORX","SIEMENS","","HSP43220JC-25","0","1"
"552100023-D SCHLIEFRING. SIEMENS BIO","552100023-D SCHLIEFRING. SIEMENS BIO","SIEMENS","","552100023-D","0","1"
"SIEMENS spare part with Model No. C4818923 and Sach-Nr. 4818923.. SIEMENS","SIEMENS spare part with Model No. C4818923 and Sach-Nr. 4818923.. SIEMENS","SIEMENS","","4818923","0","1"
"CHEETA 15K.5 ST3300655SS HDD FOR EMOTION 16 ICS 3(TOWER 7 OR UP). EMOTION 16","CHEETA 15K.5 ST3300655SS HDD FOR EMOTION 16 ICS 3(TOWER 7 OR UP). EMOTION 16","SIEMENS","","ST3300655SS ","0","1"
"Cabinet fans. GE","Cabinet fans. GE","GE","","","0","1"
"WD800JD WE HDD. BRILLIANCE CONSOLES","WD800JD WE HDD. BRILLIANCE CONSOLES","PHILIPS","","WD800JD ","0","1"
"2161307 CT HV TANK HEMIT (+). LIGHTSPEED 4","2161307 CT HV TANK HEMIT (+). LIGHTSPEED 4","GE","","2161307","0","1"
"154-00019-01 108935 ETHERNET BOARD. INNOVA 4100 DL3/RTAC3","154-00019-01 108935 ETHERNET BOARD. INNOVA 4100 DL3/RTAC3","GE","","154-00019-01","0","1"
"S5000PALR S5000AL SERVER BOARD. BRILLIANCE CONSOLES","S5000PALR S5000AL SERVER BOARD. BRILLIANCE CONSOLES","PHILIPS","","S5000PALR ","0","1"
"NRF-DR RR6RR260303. APERTO","NRF-DR RR6RR260303. APERTO","HITACHI","","RR6RR260303","0","1"
" SIEMENS CT scan system circuit board with part number SIEMENS 16 22 153 K 1502."," SIEMENS CT scan system circuit board with part number SIEMENS 16 22 153 K 1502.","","","1622153","0","1"
"Medea medical equipment part has a model number FF50-051500002 and a part number of FF50-051500002.. TOSHIBA","Medea medical equipment part has a model number FF50-051500002 and a part number of FF50-051500002.. TOSHIBA","TOSHIBA","","FF50-051500002","0","1"
"Siemens CT scanner part, possibly a power supply or control module, with part number 1P7741627 and version V1.0.. SIEMENS","Siemens CT scanner part, possibly a power supply or control module, with part number 1P7741627 and version V1.0.. SIEMENS","SIEMENS","","1P7741627","0","1"
"171834 403882-001. PICKER","171834 403882-001. PICKER","PHILIPS ","","171834","0","1"
"P9141XA-04 FCP1. GE","P9141XA-04 FCP1. GE","GE","","P9141XA-04","0","1"
"P9144XS DISTR ASSY. GE","P9144XS DISTR ASSY. GE","GE","","P9144XS","0","1"
"medical equipment part with the part number TS-M-8V01C 94V-0 and 0519-11260.. TOPSEARCH","medical equipment part with the part number TS-M-8V01C 94V-0 and 0519-11260.. TOPSEARCH","TOSHIBA","","TS-M-8V01C","0","1"
"VEXTA stepping motor, model A3939-9412 with a part number RZ41D10102, operating at DC 1.8V and 4.5A.. VEXTA (Oriental Motor)","VEXTA stepping motor, model A3939-9412 with a part number RZ41D10102, operating at DC 1.8V and 4.5A.. VEXTA (Oriental Motor)","TOSHIBA","","A3939-9412","0","1"
